Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018
Shelby County,Texas,48,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County,Texas,48,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith County,Texas,48,423,0,0,1,0,0,0,2,2,0,1,1,0,0,2,0,0,0,0,1
Somervell County,Texas,48,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starr County,Texas,48,427,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Stephens County,Texas,48,429,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0
Sterling County,Texas,48,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall County,Texas,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutton County,Texas,48,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swisher County,Texas,48,437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tarrant County,Texas,48,439,6,27,7,5,5,3,3,2,19,22,17,5,2,5,2,4,5,4,2
Taylor County,Texas,48,441,2,1,2,0,1,1,1,0,2,6,1,0,3,2,0,0,0,0,0
Terrell County,Texas,48,443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Terry County,Texas,48,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throckmorton County,Texas,48,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titus County,Texas,48,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Green County,Texas,48,451,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0
Travis County,Texas,48,453,4,7,38,12,27,17,2,2,8,8,4,9,3,6,4,4,5,4,5
Trinity County,Texas,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tyler County,Texas,48,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upshur County,Texas,48,459,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton County,Texas,48,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uvalde County,Texas,48,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val Verde County,Texas,48,465,3,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Van Zandt County,Texas,48,467,0,0,0,0,0,0,1,2,2,2,0,0,1,1,0,0,0,0,0
Victoria County,Texas,48,469,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Walker County,Texas,48,471,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Waller County,Texas,48,473,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Ward County,Texas,48,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Texas,48,477,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Webb County,Texas,48,479,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,1
Wharton County,Texas,48,481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wheeler County,Texas,48,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wichita County,Texas,48,485,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wilbarger County,Texas,48,487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Willacy County,Texas,48,489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Williamson County,Texas,48,491,1,0,2,1,2,1,0,2,1,1,2,3,1,1,1,0,2,0,2
Wilson County,Texas,48,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Winkler County,Texas,48,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wise County,Texas,48,497,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0
Wood County,Texas,48,499,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0
Yoakum County,Texas,48,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young County,Texas,48,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapata County,Texas,48,505,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zavala County,Texas,48,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,Texas,48,999,0,0,0,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Beaver County,Utah,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box Elder County,Utah,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cache County,Utah,49,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2
Carbon County,Utah,49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daggett County,Utah,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis County,Utah,49,11,1,0,1,0,0,0,0,1,0,0,0,1,3,2,2,0,2,6,1
Duchesne County,Utah,49,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Emery County,Utah,49,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garfield County,Utah,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,Utah,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iron County,Utah,49,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juab County,Utah,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kane County,Utah,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millard County,Utah,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Utah,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piute County,Utah,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich County,Utah,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt Lake County,Utah,49,35,1,0,1,1,1,1,1,3,0,5,0,2,1,8,4,3,10,7,14
San Juan County,Utah,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanpete County,Utah,49,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sevier County,Utah,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,Utah,49,43,0,0,1,0,0,0,1,0,1,0,2,2,0,0,1,1,4,3,2
Tooele County,Utah,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Uintah County,Utah,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Utah County,Utah,49,49,1,1,0,0,0,0,2,1,1,2,0,2,1,4,3,2,2,2,2
Wasatch County,Utah,49,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Washington County,Utah,49,53,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4
Wayne County,Utah,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber County,Utah,49,57,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Utah,Utah,49,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0
Addison County,Vermont,50,1,3,0,1,1,4,8,7,8,27,38,22,44,29,57,42,43,54,91,31
Bennington County,Vermont,50,3,10,2,7,8,15,22,47,50,124,104,91,174,128,168,108,144,107,140,79
Caledonia County,Vermont,50,5,0,0,2,0,1,1,1,1,5,2,2,3,6,7,7,6,13,13,10
Chittenden County,Vermont,50,7,3,5,7,9,8,4,11,13,40,39,31,56,68,104,60,72,92,184,95
Essex County,Vermont,50,9,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,3,1
Franklin County,Vermont,50,11,2,1,0,1,2,0,0,2,4,2,6,8,12,13,15,13,23,43,22
Grand Isle County,Vermont,50,13,0,0,1,0,0,0,1,0,3,4,1,5,5,8,9,9,11,14,11
Lamoille County,Vermont,50,15,0,1,1,2,0,0,0,4,4,2,4,5,3,7,9,7,12,20,6
Orange County,Vermont,50,17,3,2,3,2,3,0,3,2,10,11,9,17,19,34,28,26,39,23,16
Orleans County,Vermont,50,19,0,0,1,2,0,1,1,2,2,2,1,2,2,5,1,2,4,4,1
Rutland County,Vermont,50,21,3,4,3,2,2,3,12,16,61,75,73,116,98,178,100,140,116,204,110
Washington County,Vermont,50,23,2,1,3,6,4,2,2,6,9,12,7,15,12,11,23,20,32,60,36
Windham County,Vermont,50,25,7,1,3,7,5,9,16,22,75,68,58,85,69,113,83,107,95,124,78
Windsor County,Vermont,50,27,6,1,5,3,5,4,4,11,39,49,51,93,71,185,113,121,144,166,79
Vermont,Vermont,50,999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,3,1
Accomack County,Virginia,51,1,2,4,5,10,31,10,1,12,17,9,3,4,7,7,3,6,5,7,1
Albemarle County,Virginia,51,3,3,4,7,4,8,0,4,3,16,26,43,43,31,30,32,37,25,42,22
Alleghany County,Virginia,51,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5
Amelia County,Virginia,51,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
Amherst County,Virginia,51,9,0,0,0,0,0,0,1,0,1,1,5,6,13,5,4,9,4,4,2
Appomattox County,Virginia,51,11,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,2,0,0,0
Arlington County,Virginia,51,13,5,2,3,8,7,16,11,30,33,31,16,21,10,34,28,24,5,1,10
Augusta County,Virginia,51,15,1,0,0,1,1,0,0,5,9,15,35,35,25,17,27,43,14,50,39
Bath County,Virginia,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Bedford County,Virginia,51,19,3,0,0,0,0,1,2,3,2,0,5,11,19,10,5,10,14,6,5
Bland County,Virginia,51,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1
Botetourt County,Virginia,51,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,1,3
Brunswick County,Virginia,51,25,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
Buchanan County,Virginia,51,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Buckingham County,Virginia,51,29,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,1,1,1
Campbell County,Virginia,51,31,0,0,1,0,0,2,2,1,1,0,2,9,5,2,2,5,3,1,2
Caroline County,Virginia,51,33,0,1,0,0,0,0,2,4,4,0,0,2,2,5,3,7,5,2,4
Carroll County,Virginia,51,35,0,0,1,0,0,0,0,1,0,0,0,3,8,20,31,35,31,78,44
Charles City County,Virginia,51,36,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
Charlotte County,Virginia,51,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Chesterfield County,Virginia,51,41,0,3,4,4,1,4,2,10,16,15,6,14,13,18,18,18,22,20,6
Clarke County,Virginia,51,43,0,1,0,1,1,0,6,11,14,9,22,17,8,12,9,9,14,9,11
Craig County,Virginia,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Culpeper County,Virginia,51,47,0,0,0,0,0,4,6,12,6,9,11,9,16,9,6,10,4,14,23
Cumberland County,Virginia,51,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Dickenson County,Virginia,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dinwiddie County,Virginia,51,53,0,0,0,0,1,2,0,2,1,0,1,1,0,0,1,1,2,5,0
Essex County,Virginia,51,57,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
Fairfax County,Virginia,51,59,19,37,69,3,1,10,102,209,190,232,203,126,148,243,274,191,208,175,118
Fauquier County,Virginia,51,61,1,2,3,8,3,25,8,40,38,22,21,17,29,27,23,29,19,31,38
Floyd County,Virginia,51,63,0,0,0,0,0,0,0,2,5,11,14,8,33,50,47,53,73,52,34
Fluvanna County,Virginia,51,65,0,1,1,0,3,1,0,1,0,5,2,2,3,7,8,3,11,8,1
Franklin County,Virginia,51,67,1,0,0,0,1,0,0,0,1,0,0,0,2,2,1,3,1,3,3
Frederick County,Virginia,51,69,0,1,2,2,0,0,3,39,51,16,77,44,58,33,30,37,38,56,38
Giles County,Virginia,51,71,0,0,0,0,0,0,0,0,0,0,3,0,10,6,16,12,20,11,16
Gloucester County,Virginia,51,73,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,2,2,3,0
Goochland County,Virginia,51,75,1,0,0,1,0,0,1,1,2,0,3,1,1,2,1,1,0,2,0
Grayson County,Virginia,51,77,1,0,0,0,0,0,0,0,0,0,0,2,0,8,8,13,12,21,23
Greene County,Virginia,51,79,0,0,3,0,0,1,0,1,4,8,10,6,7,7,7,11,9,6,9
Greensville County,Virginia,51,81,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Halifax County,Virginia,51,83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Hanover County,Virginia,51,85,2,3,0,1,2,2,0,3,2,8,5,6,1,6,3,1,3,8,0
Henrico County,Virginia,51,87,3,0,2,3,3,2,1,9,4,5,9,6,15,19,5,10,9,12,7
Henry County,Virginia,51,89,3,1,0,1,1,0,0,0,1,0,0,0,2,3,2,3,3,3,4
Highland County,Virginia,51,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Isle of Wight County,Virginia,51,93,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,3,0
James City County,Virginia,51,95,0,0,0,3,1,0,1,6,4,6,8,4,2,2,1,2,0,0,1
King and Queen County,Virginia,51,97,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
King George County,Virginia,51,99,0,1,1,1,1,5,3,8,6,0,3,6,6,5,6,8,5,7,2
King William County,Virginia,51,101,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0
Lancaster County,Virginia,51,103,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,3,0,1,0
Lee County,Virginia,51,105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loudoun County,Virginia,51,107,61,55,65,65,72,106,109,290,230,201,221,261,219,167,193,194,170,218,136
Louisa County,Virginia,51,109,0,0,1,0,2,0,0,1,1,0,4,9,4,5,7,9,6,7,7
Lunenburg County,Virginia,51,111,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1
Madison County,Virginia,51,113,1,0,0,0,0,1,0,0,0,3,1,4,8,6,5,5,8,4,4
Mathews County,Virginia,51,115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0
Mecklenburg County,Virginia,51,117,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3
Middlesex County,Virginia,51,119,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,4,0
Montgomery County,Virginia,51,121,3,1,2,0,0,2,1,4,24,13,33,11,44,54,72,92,98,53,53
Nelson County,Virginia,51,125,0,0,0,0,0,0,0,1,2,6,7,5,3,5,7,5,4,7,8
New Kent County,Virginia,51,127,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1
Northampton County,Virginia,51,131,2,1,5,5,7,2,0,3,8,6,2,5,2,1,1,1,2,1,1
Northumberland County,Virginia,51,133,0,0,1,0,0,0,0,1,1,4,0,0,1,2,1,1,2,2,0
Nottoway County,Virginia,51,135,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,1,3,0,0
Orange County,Virginia,51,137,0,0,0,0,0,1,1,4,5,2,1,3,7,5,4,5,6,10,5
Page County,Virginia,51,139,1,0,0,2,0,0,2,1,0,4,7,9,6,9,12,18,6,11,10
Patrick County,Virginia,51,141,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,5,3
Pittsylvania County,Virginia,51,143,2,1,0,0,0,0,0,0,0,2,1,1,8,5,5,0,0,0,0
Powhatan County,Virginia,51,145,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,1,1
Prince Edward County,Virginia,51,147,0,0,0,0,0,1,0,1,0,0,1,3,1,1,1,5,3,1,2
Prince George County,Virginia,51,149,0,0,1,2,3,4,1,3,0,2,1,1,3,1,0,1,0,1,2
Prince William County,Virginia,51,153,6,13,23,22,26,26,30,78,68,45,25,27,29,53,49,62,55,66,39
Pulaski County,Virginia,51,155,0,0,0,1,0,0,0,3,2,6,20,1,21,28,42,61,65,36,22
Rappahannock County,Virginia,51,157,0,0,0,4,0,0,2,6,3,5,5,1,10,6,3,9,4,5,4
Richmond County,Virginia,51,159,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Roanoke County,Virginia,51,161,0,0,1,0,0,1,0,1,1,1,2,2,5,13,12,14,20,18,23
Rockbridge County,Virginia,51,163,0,0,0,0,0,1,2,0,2,5,4,0,4,0,12,12,7,8,14
Rockingham County,Virginia,51,165,1,2,0,2,2,0,1,8,10,14,25,24,28,24,28,33,11,32,27
Russell County,Virginia,51,167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott County,Virginia,51,169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
Shenandoah County,Virginia,51,171,0,1,0,0,0,0,0,3,16,11,21,16,22,18,9,17,14,19,12
Smyth County,Virginia,51,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,7,5
Southampton County,Virginia,51,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Spotsylvania County,Virginia,51,177,2,2,10,2,1,1,3,12,10,7,3,3,12,21,14,21,19,7,4
Stafford County,Virginia,51,179,3,1,5,1,3,3,2,12,5,4,5,5,15,15,8,20,12,17,12
Surry County,Virginia,51,181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Sussex County,Virginia,51,183,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
Tazewell County,Virginia,51,185,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3
Warren County,Virginia,51,187,3,4,2,3,0,5,3,23,48,5,40,24,35,25,25,21,18,20,23
Washington County,Virginia,51,191,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,1,0,1,0
Westmoreland County,Virginia,51,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0
Wise County,Virginia,51,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wythe County,Virginia,51,197,0,0,0,0,0,1,0,0,0,2,1,1,5,13,16,28,12,40,29
York County,Virginia,51,199,0,0,0,3,3,3,3,5,3,2,2,2,2,3,1,2,1,3,0
Alexandria city,Virginia,51,510,0,1,4,6,0,1,3,9,7,8,10,4,3,12,17,13,7,18,16
Bedford city,Virginia,51,515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bristol city,Virginia,51,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena Vista city,Virginia,51,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1
Charlottesville city,Virginia,51,540,0,0,0,0,0,0,0,1,5,15,9,9,9,4,6,18,11,19,14
Chesapeake city,Virginia,51,550,1,2,7,5,2,1,3,11,7,5,8,2,6,5,5,5,1,4,6
Colonial Heights city,Virginia,51,570,0,0,1,1,1,0,0,0,1,0,0,0,1,3,1,1,1,2,0
Covington city,Virginia,51,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Danville city,Virginia,51,590,0,1,0,0,0,0,1,0,0,2,0,3,2,2,4,2,0,0,0
Emporia city,Virginia,51,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fairfax city,Virginia,51,600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Falls Church city,Virginia,51,610,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,1
Franklin city,Virginia,51,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Fredericksburg city,Virginia,51,630,0,0,1,0,3,1,1,1,0,0,0,0,3,3,6,7,5,1,1
Galax city,Virginia,51,640,0,0,0,0,0,0,0,1,0,0,0,0,1,3,6,8,12,28,28
Hampton city,Virginia,51,650,1,0,2,1,3,5,2,1,2,3,0,0,2,2,3,4,2,1,0
Harrisonburg city,Virginia,51,660,0,0,0,0,0,0,0,1,3,4,2,6,3,3,2,7,1,6,6
Hopewell city,Virginia,51,670,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1
Lexington city,Virginia,51,678,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,3,1
Lynchburg city,Virginia,51,680,0,0,1,0,1,7,8,12,2,0,27,34,31,22,14,21,17,10,5
Manassas city,Virginia,51,683,0,0,0,0,0,0,0,0,0,3,1,1,1,3,0,3,5,6,4
Manassas Park city,Virginia,51,685,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,2,2,4,2
Martinsville city,Virginia,51,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Newport News city,Virginia,51,700,2,1,4,3,1,5,1,5,5,3,1,2,6,0,1,1,2,6,2
Norfolk city,Virginia,51,710,0,1,1,3,2,3,1,1,2,1,1,1,1,4,4,4,2,4,3
Norton city,Virginia,51,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersburg city,Virginia,51,730,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
Poquoson city,Virginia,51,735,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
Portsmouth city,Virginia,51,740,2,1,5,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0
Radford city,Virginia,51,750,0,0,0,0,0,0,0,0,0,2,14,1,9,8,9,13,22,13,11
Richmond city,Virginia,51,760,1,0,3,0,4,0,2,6,2,6,1,2,0,3,13,4,4,18,3
Roanoke city,Virginia,51,770,0,0,0,0,0,0,1,0,1,0,1,5,4,5,2,8,14,50,17
Salem city,Virginia,51,775,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,1,1,8,3
Staunton city,Virginia,51,790,0,0,0,0,0,0,0,2,2,0,4,5,10,10,14,18,6,14,19
Suffolk city,Virginia,51,800,1,0,1,2,2,1,3,2,0,0,2,0,0,2,1,3,0,2,0
Virginia Beach city,Virginia,51,810,2,2,1,0,0,1,0,8,1,0,2,4,9,8,11,12,9,14,8
Waynesboro city,Virginia,51,820,0,0,0,0,0,0,0,1,1,1,2,3,1,5,6,9,3,4,8
Williamsburg city,Virginia,51,830,1,2,5,2,7,2,11,1,3,2,5,3,7,0,0,0,0,0,0
Winchester city,Virginia,51,840,0,0,0,0,0,0,0,2,2,0,7,9,12,8,14,10,8,9,8
Virginia,Virginia,51,999,0,0,0,0,0,0,0,2,7,58,199,93,0,94,46,93,89,134,34
Adams County,Washington,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asotin County,Washington,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benton County,Washington,53,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Chelan County,Washington,53,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clallam County,Washington,53,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Clark County,Washington,53,11,0,0,1,1,1,0,0,1,3,1,2,1,2,0,1,1,1,0,1
Columbia County,Washington,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowlitz County,Washington,53,15,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
Douglas County,Washington,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferry County,Washington,53,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Franklin County,Washington,53,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Garfield County,Washington,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant County,Washington,53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grays Harbor County,Washington,53,27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Island County,Washington,53,29,1,0,0,0,0,0,0,1,3,0,0,2,0,1,1,0,0,1,0
Jefferson County,Washington,53,31,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,2,0,0
King County,Washington,53,33,3,3,5,1,9,5,2,4,2,7,4,6,6,9,5,7,8,17,6
Kitsap County,Washington,53,35,0,0,0,0,0,1,0,0,1,2,1,1,0,1,2,2,3,3,2
Kittitas County,Washington,53,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Klickitat County,Washington,53,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
Lewis County,Washington,53,41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Lincoln County,Washington,53,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason County,Washington,53,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Okanogan County,Washington,53,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pacific County,Washington,53,49,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Pend Oreille County,Washington,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierce County,Washington,53,53,1,1,2,1,2,3,0,0,2,1,2,1,1,2,0,3,6,3,2
San Juan County,Washington,53,55,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
Skagit County,Washington,53,57,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
Skamania County,Washington,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snohomish County,Washington,53,61,1,1,1,0,0,1,0,2,0,0,0,2,0,1,1,0,0,1,1
Spokane County,Washington,53,63,0,0,0,1,1,0,1,1,0,1,3,0,1,0,0,1,5,0,3
Stevens County,Washington,53,65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Thurston County,Washington,53,67,0,0,0,2,0,0,1,0,1,0,0,1,2,0,1,2,0,4,1
Wahkiakum County,Washington,53,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walla Walla County,Washington,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
